,FoldX,RosettaTalarisInterfacedGcross,RosettaTalarisInterfacedGseparated,RosettaTalarisPose,RosettabetaInterfacedGcross,RosettabetaInterfacedGseparated,RosettabetaPose,dTERMenC34,dTERMenC35
B2CL1_HUMAN_MIN,0.801427247367,0.644416910553,0.646801934043,0.561417636504,0.704239965666,0.704239965666,0.584592714007,0.783973600946,0.774404971167
B2LA1_HUMAN_2VM6_A,0.84030301879,0.702789281347,0.701371563177,0.688206836286,0.721812956084,0.721812956084,0.670261226038,0.735914635777,0.741391319765
B2LA1_HUMAN_3MQP_A,0.775733167851,0.699853232749,0.701115459249,0.66852623447,0.68250575422,0.68250575422,0.645261863037,0.748570672723,0.783578109587
B2LA1_HUMAN_4ZEQ_A,0.772610669965,0.732704190114,0.73296944061,0.685262344702,0.731463944261,0.731463944261,0.6676200466,0.688161103442,0.723223419719
B2LA1_HUMAN_5UUK_A,0.674568598563,0.668182182765,0.66178380607,0.576979634109,0.73830861834,0.73830861834,0.605954213022,0.689721648803,0.75192816707
B2LA1_HUMAN_5UUL_A,0.693264185273,0.702583835339,0.700995850272,0.693832679705,0.710035970403,0.710035970403,0.655863916246,0.580187969025,0.678050626962
B2LA1_HUMAN_5UUP_A,0.738709264349,0.718315230163,0.721627695248,0.648186376115,0.742326542789,0.742411779748,0.631118593022,0.65318603136,0.711358209186
B2LA1_HUMAN_MIN,0.834207182449,0.71051250336,0.708436935815,0.688771109226,0.726635793479,0.726635793479,0.652619647674,0.69697698864,0.749036444152
MCL1_HUMAN_2KBW_A,0.795035757893,0.761271004128,0.773175184604,0.684391534392,0.792351013589,0.792351013589,0.698015701464,0.762101284958,0.84194895052
MCL1_HUMAN_2NL9_A,0.896502348648,0.856194667086,0.856864628262,0.771282472163,0.854496618289,0.854496618289,0.776912192945,0.897035874179,0.909744752602
MCL1_HUMAN_2PQK_A,0.89993248002,0.861004301488,0.86236867073,0.785106605899,0.868667467268,0.868667467268,0.754356487561,0.898034769463,0.91025408454
MCL1_HUMAN_3D7V_A,0.926468980755,0.880359323216,0.883788010931,0.822215826502,0.903586426854,0.903586426854,0.802875127435,0.871950694808,0.897332403047
MCL1_HUMAN_3IO9_A,0.918909238909,0.859477295192,0.863266468981,0.823137973138,0.790129490656,0.790129490656,0.722222222222,0.900772137915,0.921683818827
MCL1_HUMAN_3KJ0_A,0.883157741729,0.867112041398,0.872928077214,0.783085063085,0.843291853641,0.843291853641,0.781903899138,0.788193499622,0.807353915925
MCL1_HUMAN_3KJ1_A,0.848444095587,0.885779987209,0.88840746555,0.788821443107,0.885257576818,0.885257576818,0.811844100698,0.903045525903,0.912077446363
MCL1_HUMAN_3KJ2_A,0.910437234723,0.881628001628,0.8849002849,0.835090993662,0.880346045844,0.880346045844,0.807454964307,0.912163497878,0.918727833014
MCL1_HUMAN_3KZ0_A,0.918662712948,0.869026687598,0.873064713065,0.818915053201,0.890484558115,0.890484558115,0.820952818541,0.889749404035,0.928163265306
MCL1_HUMAN_3KZ0_B,0.923556602128,0.873105413105,0.877197511483,0.8163143206,0.872955885678,0.872955885678,0.803578730549,0.87958834816,0.903945578231
MCL1_HUMAN_3PK1_A,0.834452584453,0.848146403861,0.852435025292,0.802438513867,0.859608330844,0.859608330844,0.782797566826,0.781729170301,0.826096866097
MCL1_HUMAN_3PK1_C,0.868672015815,0.858827257399,0.862984475842,0.801897203326,0.864412010057,0.864412010057,0.810481673988,0.767200418629,0.804473515902
MCL1_HUMAN_5C6H_A,0.833539159253,0.82269724984,0.825791034362,0.764751439037,0.812918336513,0.812918336513,0.809128880022,0.859476713762,0.80970521542
MCL1_HUMAN_5C6H_C,0.843680446538,0.841744287459,0.851917553346,0.718409209838,0.858182824734,0.858153626222,0.755443186702,0.73993836851,0.819632536775
MCL1_HUMAN_5C6H_E,0.745113669399,0.787787662073,0.791497180069,0.667693470551,0.787918350054,0.787918350054,0.76635421592,0.624711901855,0.646420140706
MCL1_HUMAN_5C6H_G,0.729099947671,0.847482411768,0.851584394442,0.768089423804,0.848530929649,0.848503952708,0.793436979521,0.732648409791,0.800647712076
MCL1_HUMAN_5C6H_I,0.835661375661,0.848474329903,0.857326588755,0.730534914821,0.780686375516,0.780686375516,0.686273071752,0.741666375952,0.74426187569
MCL1_HUMAN_5C6H_K,0.76995871853,0.862929821501,0.868138845282,0.799179022036,0.858861202492,0.858861202492,0.78340741,0.783813012384,0.819324379324
MCL1_HUMAN_5C6H_M,0.821127972557,0.825845688703,0.828738298738,0.733682772254,0.855573651849,0.855573651849,0.731265367397,0.765014245014,0.795660212803
MCL1_HUMAN_5C6H_O,0.788735973022,0.810004070004,0.815821850108,0.739612186755,0.829480031778,0.829474198745,0.782981426457,0.78765277051,0.789355195069
MCL1_HUMAN_5C6H_Q,0.790034885749,0.843791499506,0.85181871039,0.766339903483,0.831544336542,0.831544336542,0.746810676808,0.793801965231,0.815406709692
MCL1_HUMAN_5C6H_U,0.748683644398,0.854004302576,0.86086458515,0.789458689459,0.840493964561,0.840493964561,0.774905592362,0.754713646142,0.794185708471
MCL1_HUMAN_5C6H_W,0.714209547067,0.830090702948,0.835879993023,0.75456421885,0.849133531844,0.849133531844,0.740658709867,0.747142275714,0.802819931391
MCL1_HUMAN_5UUM_A,0.656173033316,0.867843479272,0.870030815745,0.768337694052,0.859754311557,0.859754311557,0.798008248196,0.755120646549,0.835689284261
MCL1_HUMAN_5UUM_B,0.655389848247,0.877527181813,0.879987208559,0.788588290017,0.861419956602,0.861419956602,0.779568497058,0.671309959881,0.733883365312
MCL1_HUMAN_MIN,0.931325077039,0.898849933136,0.899920925635,0.80393278679,0.919310425025,0.919281353567,0.835185185185,0.867552764696,0.890469213326
